30;2.03;9;421.8;1071.55;74.29;0.35;0.33;422100;0,4221
30;2.03;10;441.35;948.72;76.67;0.35;0.31;339600;0,3396
30;2.03;9;444.63;948.72;76.67;0.3;0.29;332900;0,3329
30;2.03;6;429.18;1097.35;74.29;0.3;0.32;325900;0,3259
30;2.03;6;417.05;1097.35;74.29;0.32;0.32;415300;0,4153
30;2.03;9;446.64;1097.35;74.29;0.28;0.3;279100;0,2791
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;286800;0,2868
30;2.03;7;428.94;1045.77;74.29;0.29;0.3;274800;0,2748
30;2.03;8;437.64;1083.59;74.29;0.29;0.3;346900;0,3469
30;2.03;9;430.64;1071.55;74.29;0.42;0.36;274200;0,2742
30;2.03;11;444.61;948.72;76.67;0.38;0.33;309800;0,3098
30;2.03;9;446.64;1097.35;74.29;0.28;0.3;274700;0,2747
30;2.03;7;430.73;1045.77;74.29;0.33;0.32;267400;0,2674
30;2.03;9;444.63;948.72;76.67;0.3;0.29;271000;0,271
30;2.03;9;407.4;1071.55;74.29;0.43;0.37;295900;0,2959
30;2.03;8;451.4;1054.43;76.67;0.34;0.3;267400;0,2674
30;2.03;11;444.61;948.72;76.67;0.38;0.33;327900;0,3279
30;2.03;9;431.48;1071.55;74.29;0.4;0.35;304700;0,3047
30;2.03;11;440.72;1045.77;76.67;0.31;0.32;350100;0,3501
30;2.03;7;413.89;840.11;74.29;0.43;0.36;270100;0,2701
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;272800;0,2728
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;277200;0,2772
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;256700;0,2567
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;273100;0,2731
30;2.03;11;444.61;948.72;76.67;0.38;0.33;254600;0,2546
30;2.03;7;402.18;839.77;74.29;0.42;0.36;332600;0,3326
30;2.03;11;435.72;828.92;76.67;0.42;0.36;268100;0,2681
30;2.03;9;430.64;1071.55;74.29;0.42;0.36;271700;0,2717
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;265700;0,2657
30;2.03;6;426.13;1075.0;74.29;0.26;0.3;273600;0,2736
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;379800;0,3798
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;267500;0,2675
30;2.03;8;439.23;1083.59;74.29;0.33;0.32;253200;0,2532
30;2.03;11;444.61;948.72;76.67;0.38;0.33;253500;0,2535
30;2.03;8;458.84;1097.35;76.67;0.3;0.3;333300;0,3333
30;2.03;11;435.72;828.92;76.67;0.42;0.36;261700;0,2617
30;2.03;11;435.72;828.92;76.67;0.42;0.36;270700;0,2707
30;2.03;11;470.63;1054.43;76.67;0.35;0.3;272400;0,2724
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;272300;0,2723
30;2.03;8;439.23;1083.59;74.29;0.33;0.32;268200;0,2682
30;2.03;7;430.73;1045.77;74.29;0.33;0.32;270800;0,2708
30;2.03;9;446.48;1071.55;74.29;0.37;0.33;269800;0,2698
30;2.03;9;405.18;1071.55;74.29;0.38;0.36;269600;0,2696
30;2.03;8;450.08;1045.77;76.67;0.37;0.32;275100;0,2751
30;2.03;6;429.18;1097.35;74.29;0.3;0.32;263700;0,2637
30;2.03;8;452.49;1083.59;74.29;0.28;0.3;294600;0,2946
30;2.03;11;467.55;1097.35;76.67;0.28;0.31;270300;0,2703
30;2.03;8;450.08;1045.77;76.67;0.37;0.32;262800;0,2628
30;2.03;9;444.63;948.72;76.67;0.3;0.29;272000;0,272
30;2.03;7;396.74;1045.77;48.97;0.29;0.33;266500;0,2665
30;2.03;7;402.18;839.77;74.29;0.42;0.36;269600;0,2696
30;2.03;6;417.05;1097.35;74.29;0.32;0.32;270700;0,2707
30;2.03;9;421.8;1071.55;74.29;0.35;0.33;267700;0,2677
30;2.03;9;446.48;1071.55;74.29;0.37;0.33;267700;0,2677
30;2.03;8;441.19;1097.35;74.29;0.31;0.31;253800;0,2538
30;2.03;7;402.18;839.77;74.29;0.42;0.36;253200;0,2532
30;2.03;8;439.78;1083.59;74.29;0.37;0.33;272000;0,272
30;2.03;6;413.03;1075.0;74.29;0.38;0.35;350800;0,3508
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;274300;0,2743
30;2.03;10;441.35;948.72;76.67;0.35;0.31;253100;0,2531
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;271100;0,2711
30;2.03;7;430.73;1045.77;74.29;0.33;0.32;254000;0,254
30;2.03;11;442.25;1045.77;76.67;0.35;0.33;321300;0,3213
30;2.03;7;430.73;1045.77;74.29;0.33;0.32;256400;0,2564
30;2.03;7;428.94;1045.77;74.29;0.29;0.3;253700;0,2537
30;2.03;6;414.95;1097.35;74.29;0.28;0.31;254600;0,2546
30;2.03;8;434.01;1097.35;76.67;0.3;0.32;256200;0,2562
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;256300;0,2563
30;2.03;9;444.63;948.72;76.67;0.3;0.29;264000;0,264
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;255200;0,2552
30;2.03;11;440.72;1045.77;76.67;0.31;0.32;271800;0,2718
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;270600;0,2706
30;2.03;9;448.04;1097.35;74.29;0.32;0.32;270700;0,2707
30;2.03;12;455.11;1227.04;76.67;0.43;0.36;271600;0,2716
30;2.03;11;444.61;948.72;76.67;0.38;0.33;256200;0,2562
30;2.03;6;417.05;1097.35;74.29;0.32;0.32;274600;0,2746
30;2.03;11;480.53;1045.77;76.67;0.29;0.29;262200;0,2622
30;2.03;7;430.73;1045.77;74.29;0.33;0.32;300400;0,3004
30;2.03;11;467.55;1097.35;76.67;0.28;0.31;277000;0,277
30;2.03;7;402.18;839.77;74.29;0.42;0.36;256000;0,256
30;2.03;6;413.03;1075.0;74.29;0.38;0.35;273900;0,2739
30;2.03;9;446.64;1097.35;74.29;0.28;0.3;249900;0,2499
30;2.03;9;444.63;948.72;76.67;0.3;0.29;253600;0,2536
30;2.03;9;405.18;1071.55;74.29;0.38;0.36;301200;0,3012
30;2.03;8;456.83;1045.77;76.67;0.32;0.31;275400;0,2754
30;2.03;8;450.08;1045.77;76.67;0.37;0.32;264000;0,264
30;2.03;9;430.64;1071.55;74.29;0.42;0.36;254300;0,2543
30;2.03;9;407.4;1071.55;74.29;0.43;0.37;275200;0,2752
30;2.03;9;405.18;1071.55;74.29;0.38;0.36;272100;0,2721
30;2.03;9;446.64;1097.35;74.29;0.28;0.3;263900;0,2639
30;2.03;7;428.58;1045.77;74.29;0.35;0.32;269900;0,2699
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;264300;0,2643
30;2.03;9;446.64;1097.35;74.29;0.28;0.3;270500;0,2705
30;2.03;12;455.11;1227.04;76.67;0.43;0.36;264900;0,2649
30;2.03;8;451.4;1054.43;76.67;0.34;0.3;270800;0,2708
30;2.03;11;466.52;1045.77;76.67;0.35;0.32;247500;0,2475
30;2.03;9;421.8;1071.55;74.29;0.35;0.33;248500;0,2485
30;2.03;11;470.63;1054.43;76.67;0.35;0.3;265500;0,2655
30;2.03;8;432.01;1045.77;76.67;0.32;0.32;277300;0,2773
30;2.03;9;448.04;1097.35;74.29;0.32;0.32;284500;0,2845
